Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    9610/9610        std::complex<float> Muller<float>::ElevateComplex<float>(std::complex<float>, int) [172]
                0.00    0.00    9610/64510       std::vector<float, std::allocator<float> >::operator[](unsigned long) [92]
                0.00    0.00    9610/61881       std::complex<float> std::operator*<float>(float const&, std::complex<float> const&) [96]
                0.00    0.00    9610/67548       std::complex<float> std::operator+<float>(std::complex<float> const&, std::complex<float> const&) [90]
                0.00    0.00    2535/23983       boost::math::tools::polynomial<float>::data() [164]
                0.00    0.00    2535/76696       std::vector<float, std::allocator<float> >::size() const [86]
                0.00    0.00    2535/94726       std::complex<float>::complex(float, float) [84]
                0.00    0.00    2535/25953       boost::math::tools::polynomial<float>::~polynomial() [157]
                0.00    0.00    2535/49504       std::vector<float, std::allocator<float> >::~vector() [118]
-----------------------------------------------
                0.00    0.00     507/507         std::complex<float> Muller<float>::getRootA<float>(boost::math::tools::polynomial<float>, std::complex<float>, std::complex<float>, std::complex<float>) [21]
[24]     3.5    0.00    0.00     507         std::complex<float>* Muller<float>::Constants<float>(boost::math::tools::polynomial<float>, std::complex<float>, std::complex<float>, std::complex<float>) [24]
                0.00    0.00    2535/2535        std::complex<float> Muller<float>::EvaluateComplex<float>(boost::math::tools::polynomial<float>*, std::complex<float>) [23]
                0.00    0.00    3042/24568       std::complex<float> std::operator-<float>(std::complex<float> const&, std::complex<float> const&) [162]
                0.00    0.00    1521/94726       std::complex<float>::complex(float, float) [84]
                0.00    0.00    1521/7156        std::complex<float> std::operator/<float>(std::complex<float> const&, std::complex<float> const&) [177]
                0.00    0.00     507/104717      std::complex<float> std::operator*<float>(std::complex<float> const&, std::complex<float> const&) [62]
                0.00    0.00     507/67548       std::complex<float> std::operator+<float>(std::complex<float> const&, std::complex<float> const&) [90]
-----------------------------------------------
                0.00    0.00     144/288         boost::math::tools::polynomial<float> boost::math::tools::operator/<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [30]
                0.00    0.00     144/288         boost::math::tools::polynomial<float> boost::math::tools::operator%<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [31]
[25]     0.6    0.00    0.00     288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::quotient_remainder<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [25]
                0.00    0.00     288/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::detail::division<float>(boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> const&) [27]
                0.00    0.00     288/25038       boost::math::tools::polynomial<float>::polynomial(boost::math::tools::polynomial<float> const&) [13]
                0.00    0.00     576/22690       boost::math::tools::polynomial<float>::size() const [166]
                0.00    0.00     288/864         std::vector<float, std::allocator<float> >::empty() const [247]
                0.00    0.00     288/25953       boost::math::tools::polynomial<float>::~polynomial() [157]
-----------------------------------------------
                0.00    0.00      56/112         Laguerre<float>::getRoots(boost::math::tools::polynomial<float>*, std::complex<float>) [3]
                0.00    0.00      56/112         std::complex<float>* Muller<float>::getRoots<float>(boost::math::tools::polynomial<float>*, std::complex<float>, std::complex<float>, std::complex<float>) [19]
[26]     0.6    0.00    0.00     112         DeflationPolynomial<float>::deflate(boost::math::tools::polynomial<float>*, float, boost::math::tools::polynomial<float>*) [26]
                0.00    0.00     112/144         boost::math::tools::polynomial<float> boost::math::tools::operator/<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [30]
                0.00    0.00     112/144         boost::math::tools::polynomial<float> boost::math::tools::operator%<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [31]
                0.00    0.00     112/195         boost::math::tools::polynomial<float>::polynomial(std::initializer_list<float>) [42]
                0.00    0.00     224/25953       boost::math::tools::polynomial<float>::~polynomial() [157]
                0.00    0.00     112/144         boost::math::tools::polynomial<float>::operator=(boost::math::tools::polynomial<float> const&) [411]
-----------------------------------------------
                0.00    0.00     288/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::quotient_remainder<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [25]
[27]     0.4    0.00    0.00     288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::detail::division<float>(boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> const&) [27]
                0.00    0.00     288/288         std::pair<std::__decay_and_strip<boost::math::tools::polynomial<float>&>::__type, std::__decay_and_strip<boost::math::tools::polynomial<float>&>::__type> std::make_pair<boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&>(boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&) [29]
                0.00    0.00    1152/22690       boost::math::tools::polynomial<float>::size() const [166]
                0.00    0.00     664/664         boost::disable_if_c<std::numeric_limits<float>::is_integer, void>::type boost::math::tools::detail::division_impl<float, unsigned long>(boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float> const&, unsigned long, unsigned long) [257]
                0.00    0.00     576/864         std::vector<float, std::allocator<float> >::empty() const [247]
                0.00    0.00     576/576         std::vector<float, std::allocator<float> >::resize(unsigned long) [299]
                0.00    0.00     576/23983       boost::math::tools::polynomial<float>::data() [164]
                0.00    0.00     288/288         boost::math::tools::polynomial<float>::polynomial() [317]
                0.00    0.00     288/627         boost::math::tools::polynomial<float>::normalize() [259]
                0.00    0.00     288/25953       boost::math::tools::polynomial<float>::~polynomial() [157]
-----------------------------------------------
                0.00    0.00     288/288         std::pair<std::__decay_and_strip<boost::math::tools::polynomial<float>&>::__type, std::__decay_and_strip<boost::math::tools::polynomial<float>&>::__type> std::make_pair<boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&>(boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&) [29]
[28]     0.4    0.00    0.00     288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> >::pair<boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&, void>(boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&) [28]
                0.00    0.00     576/25038       boost::math::tools::polynomial<float>::polynomial(boost::math::tools::polynomial<float> const&) [13]
                0.00    0.00     576/1152        boost::math::tools::polynomial<float>& std::forward<boost::math::tools::polynomial<float>&>(std::remove_reference<boost::math::tools::polynomial<float>&>::type&) [241]
-----------------------------------------------
                0.00    0.00     288/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::detail::division<float>(boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> const&) [27]
[29]     0.4    0.00    0.00     288         std::pair<std::__decay_and_strip<boost::math::tools::polynomial<float>&>::__type, std::__decay_and_strip<boost::math::tools::polynomial<float>&>::__type> std::make_pair<boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&>(boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&) [29]
                0.00    0.00     288/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> >::pair<boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&, void>(boost::math::tools::polynomial<float>&, boost::math::tools::polynomial<float>&) [28]
                0.00    0.00     576/1152        boost::math::tools::polynomial<float>& std::forward<boost::math::tools::polynomial<float>&>(std::remove_reference<boost::math::tools::polynomial<float>&>::type&) [241]
-----------------------------------------------
                0.00    0.00      32/144         DeflationPolynomial<float>::deflate2(boost::math::tools::polynomial<float>*, std::complex<float>, boost::math::tools::polynomial<float>*) [33]
                0.00    0.00     112/144         DeflationPolynomial<float>::deflate(boost::math::tools::polynomial<float>*, float, boost::math::tools::polynomial<float>*) [26]
[30]     0.3    0.00    0.00     144         boost::math::tools::polynomial<float> boost::math::tools::operator/<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [30]
                0.00    0.00     144/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::quotient_remainder<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [25]
                0.00    0.00     144/288         boost::math::tools::polynomial<float>::polynomial(boost::math::tools::polynomial<float>&&) [35]
                0.00    0.00     144/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> >::~pair() [336]
-----------------------------------------------
                0.00    0.00      32/144         DeflationPolynomial<float>::deflate2(boost::math::tools::polynomial<float>*, std::complex<float>, boost::math::tools::polynomial<float>*) [33]
                0.00    0.00     112/144         DeflationPolynomial<float>::deflate(boost::math::tools::polynomial<float>*, float, boost::math::tools::polynomial<float>*) [26]
[31]     0.3    0.00    0.00     144         boost::math::tools::polynomial<float> boost::math::tools::operator%<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [31]
                0.00    0.00     144/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::quotient_remainder<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [25]
                0.00    0.00     144/288         boost::math::tools::polynomial<float>::polynomial(boost::math::tools::polynomial<float>&&) [35]
                0.00    0.00     144/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> >::~pair() [336]
-----------------------------------------------
                0.00    0.00     144/144         Laguerre<float>::getRootA(boost::math::tools::polynomial<float>*, std::complex<float>) [5]
[32]     0.2    0.00    0.00     144         Laguerre<float>::getDer(boost::math::tools::polynomial<float>*) [32]
                0.00    0.00     144/25038       boost::math::tools::polynomial<float>::polynomial(boost::math::tools::polynomial<float> const&) [13]
                0.00    0.00     144/48445       std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [11]
                0.00    0.00     144/144         boost::math::tools::polynomial<float>::polynomial<float*>(float*, float*) [45]
                0.00    0.00     272/272         boost::array<float, 10ul>::operator[](unsigned long) [364]
                0.00    0.00     272/64510       std::vector<float, std::allocator<float> >::operator[](unsigned long) [92]
                0.00    0.00     144/23983       boost::math::tools::polynomial<float>::data() [164]
                0.00    0.00     144/76696       std::vector<float, std::allocator<float> >::size() const [86]
                0.00    0.00     144/144         boost::array<float, 10ul>::end() [416]
                0.00    0.00     144/144         boost::array<float, 10ul>::begin() [417]
                0.00    0.00     144/49504       std::vector<float, std::allocator<float> >::~vector() [118]
                0.00    0.00     144/25953       boost::math::tools::polynomial<float>::~polynomial() [157]
-----------------------------------------------
                0.00    0.00      16/32          Laguerre<float>::getRoots(boost::math::tools::polynomial<float>*, std::complex<float>) [3]
                0.00    0.00      16/32          std::complex<float>* Muller<float>::getRoots<float>(boost::math::tools::polynomial<float>*, std::complex<float>, std::complex<float>, std::complex<float>) [19]
[33]     0.2    0.00    0.00      32         DeflationPolynomial<float>::deflate2(boost::math::tools::polynomial<float>*, std::complex<float>, boost::math::tools::polynomial<float>*) [33]
                0.00    0.00      32/144         boost::math::tools::polynomial<float> boost::math::tools::operator/<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [30]
                0.00    0.00      32/144         boost::math::tools::polynomial<float> boost::math::tools::operator%<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [31]
                0.00    0.00      32/25038       boost::math::tools::polynomial<float>::polynomial(boost::math::tools::polynomial<float> const&) [13]
                0.00    0.00      32/195         boost::math::tools::polynomial<float>::polynomial(std::initializer_list<float>) [42]
                0.00    0.00      96/211923      std::complex<float>::real[abi:cxx11]() const [56]
                0.00    0.00      96/25953       boost::math::tools::polynomial<float>::~polynomial() [157]
                0.00    0.00      32/205749      std::complex<float>::imag[abi:cxx11]() const [58]
                0.00    0.00      32/94726       std::complex<float>::complex(float, float) [84]
                0.00    0.00      32/104717      std::complex<float> std::operator*<float>(std::complex<float> const&, std::complex<float> const&) [62]
                0.00    0.00      32/67548       std::complex<float> std::operator+<float>(std::complex<float> const&, std::complex<float> const&) [90]
                0.00    0.00      32/1552        std::complex<float> std::operator-<float>(std::complex<float> const&) [221]
                0.00    0.00      32/144         boost::math::tools::polynomial<float>::operator=(boost::math::tools::polynomial<float> const&) [411]
-----------------------------------------------
                0.00    0.00     144/483         std::vector<float, std::allocator<float> >::vector<float*, void>(float*, float*, std::allocator<float> const&) [47]
                0.00    0.00     144/483         std::vector<float, std::allocator<float> >::vector(std::allocator<float> const&) [48]
                0.00    0.00     195/483         std::vector<float, std::allocator<float> >::vector<float const*, void>(float const*, float const*, std::allocator<float> const&) [44]
[34]     0.2    0.00    0.00     483         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::allocator<float> const&) [34]
                0.00    0.00     483/48928       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [14]
-----------------------------------------------
                0.00    0.00     144/288         boost::math::tools::polynomial<float> boost::math::tools::operator/<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [30]
                0.00    0.00     144/288         boost::math::tools::polynomial<float> boost::math::tools::operator%<float>(boost::math::tools::polynomial<float> const&, boost::math::tools::polynomial<float> const&) [31]
[35]     0.1    0.00    0.00     288         boost::math::tools::polynomial<float>::polynomial(boost::math::tools::polynomial<float>&&) [35]
                0.00    0.00     288/288         std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> >&&) [38]
                0.00    0.00     288/864         std::remove_reference<std::vector<float, std::allocator<float> >&>::type&& std::move<std::vector<float, std::allocator<float> >&>(std::vector<float, std::allocator<float> >&) [249]
-----------------------------------------------
                0.00    0.00     288/288         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::_Vector_base<float, std::allocator<float> >&&) [37]
[36]     0.1    0.00    0.00     288         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float>&&) [36]
                0.00    0.00     288/97805       std::allocator<float>::allocator(std::allocator<float> const&) [10]
                0.00    0.00     288/720         std::remove_reference<std::allocator<float>&>::type&& std::move<std::allocator<float>&>(std::allocator<float>&) [254]
-----------------------------------------------
                0.00    0.00     288/288         std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> >&&) [38]
[37]     0.1    0.00    0.00     288         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::_Vector_base<float, std::allocator<float> >&&) [37]
                0.00    0.00     288/288         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float>&&) [36]
                0.00    0.00     288/720         std::remove_reference<std::allocator<float>&>::type&& std::move<std::allocator<float>&>(std::allocator<float>&) [254]
                0.00    0.00     288/100622      std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [66]
                0.00    0.00     288/576         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_M_swap_data(std::_Vector_base<float, std::allocator<float> >::_Vector_impl&) [293]
-----------------------------------------------
                0.00    0.00     288/288         boost::math::tools::polynomial<float>::polynomial(boost::math::tools::polynomial<float>&&) [35]
[38]     0.1    0.00    0.00     288         std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> >&&) [38]
                0.00    0.00     288/288         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::_Vector_base<float, std::allocator<float> >&&) [37]
                0.00    0.00     288/864         std::remove_reference<std::vector<float, std::allocator<float> >&>::type&& std::move<std::vector<float, std::allocator<float> >&>(std::vector<float, std::allocator<float> >&) [249]
-----------------------------------------------
                0.00    0.00      72/144         Laguerre<float>::getRoots(boost::math::tools::polynomial<float>*, std::complex<float>) [3]
                0.00    0.00      72/144         std::complex<float>* Muller<float>::getRoots<float>(boost::math::tools::polynomial<float>*, std::complex<float>, std::complex<float>, std::complex<float>) [19]
[39]     0.1    0.00    0.00     144         boost::math::tools::polynomial<float>::operator=(boost::math::tools::polynomial<float>&&) [39]
                0.00    0.00     144/144         std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> >&&) [41]
                0.00    0.00     144/864         std::remove_reference<std::vector<float, std::allocator<float> >&>::type&& std::move<std::vector<float, std::allocator<float> >&>(std::vector<float, std::allocator<float> >&) [249]
-----------------------------------------------
                0.00    0.00     144/144         std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> >&&) [41]
[40]     0.1    0.00    0.00     144         std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [40]
                0.00    0.00     144/144         std::_Vector_base<float, std::allocator<float> >::get_allocator() const [46]
                0.00    0.00     144/144         std::vector<float, std::allocator<float> >::vector(std::allocator<float> const&) [48]
                0.00    0.00     288/576         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_M_swap_data(std::_Vector_base<float, std::allocator<float> >::_Vector_impl&) [293]
                0.00    0.00     288/100622      std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [66]
                0.00    0.00     144/98432       std::allocator<float>::~allocator() [74]
                0.00    0.00     144/144         void std::__alloc_on_move<std::allocator<float> >(std::allocator<float>&, std::allocator<float>&) [437]
                0.00    0.00     144/49504       std::vector<float, std::allocator<float> >::~vector() [118]
-----------------------------------------------
                0.00    0.00     144/144         boost::math::tools::polynomial<float>::operator=(boost::math::tools::polynomial<float>&&) [39]
[41]     0.1    0.00    0.00     144         std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> >&&) [41]
                0.00    0.00     144/144         std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [40]
                0.00    0.00     144/864         std::remove_reference<std::vector<float, std::allocator<float> >&>::type&& std::move<std::vector<float, std::allocator<float> >&>(std::vector<float, std::allocator<float> >&) [249]
-----------------------------------------------
                0.00    0.00       3/195         UserInterface::RunTest() [2]
                0.00    0.00      24/195         Laguerre<float>::getRoots(boost::math::tools::polynomial<float>*, std::complex<float>) [3]
                0.00    0.00      24/195         std::complex<float>* Muller<float>::getRoots<float>(boost::math::tools::polynomial<float>*, std::complex<float>, std::complex<float>, std::complex<float>) [19]
                0.00    0.00      32/195         DeflationPolynomial<float>::deflate2(boost::math::tools::polynomial<float>*, std::complex<float>, boost::math::tools::polynomial<float>*) [33]
                0.00    0.00     112/195         DeflationPolynomial<float>::deflate(boost::math::tools::polynomial<float>*, float, boost::math::tools::polynomial<float>*) [26]
[42]     0.1    0.00    0.00     195         boost::math::tools::polynomial<float>::polynomial(std::initializer_list<float>) [42]
                0.00    0.00     195/195         boost::math::tools::polynomial<float>::polynomial<float const*>(float const*, float const*) [43]
                0.00    0.00     195/195         float const* std::end<float>(std::initializer_list<float>) [389]
                0.00    0.00     195/195         float const* std::begin<float>(std::initializer_list<float>) [393]
-----------------------------------------------
                0.00    0.00     195/195         boost::math::tools::polynomial<float>::polynomial(std::initializer_list<float>) [42]
[43]     0.1    0.00    0.00     195         boost::math::tools::polynomial<float>::polynomial<float const*>(float const*, float const*) [43]
                0.00    0.00     195/195         std::vector<float, std::allocator<float> >::vector<float const*, void>(float const*, float const*, std::allocator<float> const&) [44]
                0.00    0.00     195/627         std::allocator<float>::allocator() [269]
                0.00    0.00     195/98432       std::allocator<float>::~allocator() [74]
                0.00    0.00     195/627         boost::math::tools::polynomial<float>::normalize() [259]
-----------------------------------------------
                0.00    0.00     195/195         boost::math::tools::polynomial<float>::polynomial<float const*>(float const*, float const*) [43]
[44]     0.1    0.00    0.00     195         std::vector<float, std::allocator<float> >::vector<float const*, void>(float const*, float const*, std::allocator<float> const&) [44]
                0.00    0.00     195/483         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::allocator<float> const&) [34]
                0.00    0.00     195/195         void std::vector<float, std::allocator<float> >::_M_initialize_dispatch<float const*>(float const*, float const*, std::__false_type) [377]
-----------------------------------------------
                0.00    0.00     144/144         Laguerre<float>::getDer(boost::math::tools::polynomial<float>*) [32]
[45]     0.0    0.00    0.00     144         boost::math::tools::polynomial<float>::polynomial<float*>(float*, float*) [45]
                0.00    0.00     144/144         std::vector<float, std::allocator<float> >::vector<float*, void>(float*, float*, std::allocator<float> const&) [47]
                0.00    0.00     144/627         std::allocator<float>::allocator() [269]
                0.00    0.00     144/98432       std::allocator<float>::~allocator() [74]
                0.00    0.00     144/627         boost::math::tools::polynomial<float>::normalize() [259]
-----------------------------------------------
                0.00    0.00     144/144         std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [40]
[46]     0.0    0.00    0.00     144         std::_Vector_base<float, std::allocator<float> >::get_allocator() const [46]
                0.00    0.00     144/97805       std::allocator<float>::allocator(std::allocator<float> const&) [10]
                0.00    0.00     144/49165       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [125]
-----------------------------------------------
                0.00    0.00     144/144         boost::math::tools::polynomial<float>::polynomial<float*>(float*, float*) [45]
[47]     0.0    0.00    0.00     144         std::vector<float, std::allocator<float> >::vector<float*, void>(float*, float*, std::allocator<float> const&) [47]
                0.00    0.00     144/483         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::allocator<float> const&) [34]
                0.00    0.00     144/144         void std::vector<float, std::allocator<float> >::_M_initialize_dispatch<float*>(float*, float*, std::__false_type) [432]
-----------------------------------------------
                0.00    0.00     144/144         std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [40]
[48]     0.0    0.00    0.00     144         std::vector<float, std::allocator<float> >::vector(std::allocator<float> const&) [48]
                0.00    0.00     144/483         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::allocator<float> const&) [34]
-----------------------------------------------
                0.00    0.00      72/214920      Laguerre<double>::getRoots(boost::math::tools::polynomial<double>*, std::complex<double>) [469]
                0.00    0.00      72/214920      std::complex<double>* Muller<double>::getRoots<double>(boost::math::tools::polynomial<double>*, std::complex<double>, std::complex<double>, std::complex<double>) [468]
                0.00    0.00      96/214920      DeflationPolynomial<double>::deflate2(boost::math::tools::polynomial<double>*, std::complex<double>, boost::math::tools::polynomial<double>*) [467]
                0.00    0.00    1088/214920      std::complex<double> Muller<double>::getRootA<double>(boost::math::tools::polynomial<double>, std::complex<double>, std::complex<double>, std::complex<double>) [460]
                0.00    0.00    1552/214920      std::complex<double> std::operator-<double>(std::complex<double> const&) [220]
                0.00    0.00    5128/214920      Laguerre<double>::operatorS(std::complex<double>, boost::math::tools::polynomial<double>*, std::complex<double>) [193]
                0.00    0.00    7304/214920      std::complex<double>& std::complex<double>::operator/=<double>(std::complex<double> const&) [174]
                0.00    0.00   24864/214920      std::complex<double>& std::complex<double>::operator-=<double>(std::complex<double> const&) [159]
                0.00    0.00   68432/214920      std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [87]
                0.00    0.00  106312/214920      std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [59]
[55]     0.0    0.00    0.00  214920         std::complex<double>::real[abi:cxx11]() const [55]
-----------------------------------------------
                0.00    0.00      72/211923      Laguerre<float>::getRoots(boost::math::tools::polynomial<float>*, std::complex<float>) [3]
                0.00    0.00      72/211923      std::complex<float>* Muller<float>::getRoots<float>(boost::math::tools::polynomial<float>*, std::complex<float>, std::complex<float>, std::complex<float>) [19]
                0.00    0.00      96/211923      DeflationPolynomial<float>::deflate2(boost::math::tools::polynomial<float>*, std::complex<float>, boost::math::tools::polynomial<float>*) [33]
                0.00    0.00    1014/211923      std::complex<float> Muller<float>::getRootA<float>(boost::math::tools::polynomial<float>, std::complex<float>, std::complex<float>, std::complex<float>) [21]
                0.00    0.00    1552/211923      std::complex<float> std::operator-<float>(std::complex<float> const&) [221]
                0.00    0.00    5128/211923      Laguerre<float>::operatorS(std::complex<float>, boost::math::tools::polynomial<float>*, std::complex<float>) [18]
                0.00    0.00    7156/211923      std::complex<float>& std::complex<float>::operator/=<float>(std::complex<float> const&) [176]
                0.00    0.00   24568/211923      std::complex<float>& std::complex<float>::operator-=<float>(std::complex<float> const&) [161]
                0.00    0.00   67548/211923      std::complex<float>& std::complex<float>::operator+=<float>(std::complex<float> const&) [89]
                0.00    0.00  104717/211923      std::complex<float>& std::complex<float>::operator*=<float>(std::complex<float> const&) [61]
[56]     0.0    0.00    0.00  211923         std::complex<float>::real[abi:cxx11]() const [56]
-----------------------------------------------
                0.00    0.00      32/208672      DeflationPolynomial<double>::deflate2(boost::math::tools::polynomial<double>*, std::complex<double>, boost::math::tools::polynomial<double>*) [467]
                0.00    0.00      88/208672      Laguerre<double>::getRoots(boost::math::tools::polynomial<double>*, std::complex<double>) [469]
                0.00    0.00      88/208672      std::complex<double>* Muller<double>::getRoots<double>(boost::math::tools::polynomial<double>*, std::complex<double>, std::complex<double>, std::complex<double>) [468]
                0.00    0.00    1552/208672      std::complex<double> std::operator-<double>(std::complex<double> const&) [220]
                0.00    0.00    7304/208672      std::complex<double>& std::complex<double>::operator/=<double>(std::complex<double> const&) [174]
                0.00    0.00   24864/208672      std::complex<double>& std::complex<double>::operator-=<double>(std::complex<double> const&) [159]
                0.00    0.00   68432/208672      std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [87]
                0.00    0.00  106312/208672      std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [59]
[57]     0.0    0.00    0.00  208672         std::complex<double>::imag[abi:cxx11]() const [57]
-----------------------------------------------
                0.00    0.00      32/205749      DeflationPolynomial<float>::deflate2(boost::math::tools::polynomial<float>*, std::complex<float>, boost::math::tools::polynomial<float>*) [33]
                0.00    0.00      88/205749      Laguerre<float>::getRoots(boost::math::tools::polynomial<float>*, std::complex<float>) [3]
                0.00    0.00      88/205749      std::complex<float>* Muller<float>::getRoots<float>(boost::math::tools::polynomial<float>*, std::complex<float>, std::complex<float>, std::complex<float>) [19]
                0.00    0.00    1552/205749      std::complex<float> std::operator-<float>(std::complex<float> const&) [221]
                0.00    0.00    7156/205749      std::complex<float>& std::complex<float>::operator/=<float>(std::complex<float> const&) [176]
                0.00    0.00   24568/205749      std::complex<float>& std::complex<float>::operator-=<float>(std::complex<float> const&) [161]
                0.00    0.00   67548/205749      std::complex<float>& std::complex<float>::operator+=<float>(std::complex<float> const&) [89]
                0.00    0.00  104717/205749      std::complex<float>& std::complex<float>::operator*=<float>(std::complex<float> const&) [61]
[58]     0.0    0.00    0.00  205749         std::complex<float>::imag[abi:cxx11]() const [58]
-----------------------------------------------
                0.00    0.00  106312/106312      std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&) [60]
[59]     0.0    0.00    0.00  106312         std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [59]
                0.00    0.00  106312/214920      std::complex<double>::real[abi:cxx11]() const [55]
                0.00    0.00  106312/208672      std::complex<double>::imag[abi:cxx11]() const [57]
-----------------------------------------------
                0.00    0.00      32/106312      DeflationPolynomial<double>::deflate2(boost::math::tools::polynomial<double>*, std::complex<double>, boost::math::tools::polynomial<double>*) [467]
                0.00    0.00     544/106312      std::complex<double>* Muller<double>::Constants<double>(boost::math::tools::polynomial<double>, std::complex<double>, std::complex<double>, std::complex<double>) [305]
                0.00    0.00    2176/106312      std::complex<double> Muller<double>::getRootA<double>(boost::math::tools::polynomial<double>, std::complex<double>, std::complex<double>, std::complex<double>) [460]
                0.00    0.00    5128/106312      Laguerre<double>::getRootA(boost::math::tools::polynomial<double>*, std::complex<double>) [461]
                0.00    0.00   15870/106312      std::complex<double> Muller<double>::ElevateComplex<double>(std::complex<double>, int) [171]
                0.00    0.00   25640/106312      Laguerre<double>::getVariable(std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>) [192]
                0.00    0.00   56922/106312      Laguerre<double>::ElevateComplex(std::complex<double>, int) [97]
